TIPO_DATO;LOTE;COD_DISTRITO;DISTRITO;COD_BARRIO;BARRIO;DIRECCION_COMPLETA;DIRECCION_AUXILIAR;CENTRO;VIA_CLASE;VIA_NOMBRE;TIPO_NUMERO;NUMERO;UTM_X;UTM_Y;LATITUD;LONGITUD;MAS INFORMACIÓN;DIRECCION AMPLIADA
Contenedor de Ropa;1;1;Centro;11;Palacio;CALLE DE LEGANITOS, 47;;;CALLE;LEGANITOS;número;47;-3,711037;40,422991;40,42299073;-3,71103722;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LEGANITOS, 47. 
Contenedor de Ropa;1;1;Centro;11;Palacio;AVENIDA DE LA GRAN VIA DE SAN FRANCISCO, 21;;;AVENIDA;GRAN VIA DE SAN FRANCISCO;número;21;-3,713901;40,409966;40,40996568;-3,71390117;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;AVENIDA DE LA GRAN VIA DE SAN FRANCISCO, 21. 
Contenedor de Ropa;1;1;Centro;11;Palacio;RONDA DE SEGOVIA, 2;;;RONDA;SEGOVIA;número;2;-3,718317;40,411368;40,4113676;-3,71831698;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;RONDA DE SEGOVIA, 2. 
Contenedor de Ropa;1;1;Centro;11;Palacio;PLAZA DE GABRIEL MIRO, 5;;;PLAZA;GABRIEL MIRO;número;5;-3,714769;40,412085;40,41208545;-3,71476911;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PLAZA DE GABRIEL MIRO, 5. 
Contenedor de Ropa;1;1;Centro;11;Palacio;CALLE DE SILVA, 2;;;CALLE;SILVA;número;2;-3,708119;40,420561;40,42056096;-3,70811853;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE SILVA, 2. 
Contenedor de ropa;1;1;Centro;12;Embajadores;PLAZA DEL CAMPILLO DEL MUNDO NUEVO, 3;;Mercadillo en la vía pública de Parque de la Cornisa ;PLAZA;CAMPILLO DEL MUNDO NUEVO;número;3;-3,70798;40,4065;40,4065;-3,70798;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PLAZA DEL CAMPILLO DEL MUNDO NUEVO, 3. Mercadillo en la vía pública de Parque de la Cornisa 
Contenedor de ropa;1;1;Centro;12;Embajadores;CALLE DEL CASINO, 12;;Punto limpio de proximidad - Parque Casino de la Reina;CALLE;CASINO;número;12;-3,70503;40,40676;40,40676001;-3,70502994;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL CASINO, 12. Punto limpio de proximidad - Parque Casino de la Reina
Contenedor de Ropa;1;1;Centro;12;Embajadores;CALLE DE ARGUMOSA, 32;;;CALLE;ARGUMOSA;número;32;-3,695725;40,407208;40,40720815;-3,69572495;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE ARGUMOSA, 32. 
Contenedor de Ropa;1;1;Centro;12;Embajadores;CALLE DE MIGUEL SERVET, 23;;;CALLE;MIGUEL SERVET;número;23;-3,702026;40,405845;40,40584528;-3,70202564;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE MIGUEL SERVET, 23. 
Contenedor de Ropa;1;1;Centro;12;Embajadores;RONDA DE VALENCIA, 2;;;RONDA;VALENCIA;número;2;-3,699936;40,405862;40,40586161;-3,69993601;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;RONDA DE VALENCIA, 2. 
Contenedor de Ropa;1;1;Centro;12;Embajadores;CALLE DE SANTA ISABEL, 48;;;CALLE;SANTA ISABEL;número;48;-3,696406;40,409619;40,4096193;-3,69640575;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE SANTA ISABEL, 48. 
Contenedor de Ropa;1;1;Centro;12;Embajadores;CALLE DE ATOCHA, 108;en la acera;;CALLE;ATOCHA;número;108;-3,693968;40,409788;40,40978761;-3,69396823;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE ATOCHA, 108. 
Contenedor de Ropa;1;1;Centro;12;Embajadores;GLORIETA DE LA PUERTA DE TOLEDO, 1;;;GLORIETA;PUERTA DE TOLEDO;número;1;-3,71123;40,407106;40,40710644;-3,71123007;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;GLORIETA DE LA PUERTA DE TOLEDO, 1. 
Contenedor de Ropa;1;1;Centro;14;Justicia;CALLE DE FUENCARRAL, 96;;;CALLE;FUENCARRAL;número;96;-3,701761;40,427706;40,42770573;-3,70176068;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE FUENCARRAL, 96. 
Contenedor de Ropa;1;1;Centro;14;Justicia;CALLE DE LAS INFANTAS, 24;en la acera;;CALLE;INFANTAS;número;24;-3,699473;40,420676;40,4206757;-3,69947314;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LAS INFANTAS, 24. 
Contenedor de Ropa;1;1;Centro;14;Justicia;CALLE DEL BARQUILLO, 15;;;CALLE;BARQUILLO;número;15;-3,695693;40,421414;40,42141414;-3,69569299;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL BARQUILLO, 15. 
Contenedor de Ropa;1;1;Centro;14;Justicia;CALLE DEL ALMIRANTE, 14;;;CALLE;ALMIRANTE;número;14;-3,69402;40,422484;40,42248433;-3,69402037;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL ALMIRANTE, 14. 
Contenedor de Ropa;1;1;Centro;14;Justicia;CALLE DE BARBARA DE BRAGANZA, 13;;;CALLE;BARBARA DE BRAGANZA;número;13;-3,691921;40,423344;40,42334414;-3,69192137;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE BARBARA DE BRAGANZA, 13. 
Contenedor de Ropa;1;1;Centro;14;Justicia;PLAZA DE LAS SALESAS, 9;;;PLAZA;SALESAS;número;9;-3,694768;40,424046;40,42404647;-3,69476833;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PLAZA DE LAS SALESAS, 9. 
Contenedor de Ropa;1;1;Centro;14;Justicia;CALLE DE FERNANDO VI, 17;;;CALLE;FERNANDO VI;número;17;-3,696009;40,4251;40,42510029;-3,6960094;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE FERNANDO VI, 17. 
Contenedor de Ropa;1;1;Centro;14;Justicia;CALLE DE MEJIA LEQUERICA, 2;;;CALLE;MEJIA LEQUERICA;número;2;-3,6974;40,4262;40,42620027;-3,69739989;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE MEJIA LEQUERICA, 2. 
Contenedor de Ropa;1;1;Centro;14;Justicia;CALLE DEL GENERAL CASTAÑOS, 6;en la acera;;CALLE;GENERAL CASTAÑOS;número;6;-3,693518;40,42631;40,42630991;-3,69351826;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL GENERAL CASTAÑOS, 6. 
Contenedor de Ropa;1;1;Centro;14;Justicia;CALLE DE AUGUSTO FIGUEROA, 27;;;CALLE;AUGUSTO FIGUEROA;número;27;-3,698585;40,422469;40,4224693;-3,69858517;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE AUGUSTO FIGUEROA, 27. 
Contenedor de Ropa;1;1;Centro;14;Justicia;CALLE DE SERRANO ANGUITA, 18;;;CALLE;SERRANO ANGUITA;número;18;-3,699228;40,427973;40,42797315;-3,69922839;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE SERRANO ANGUITA, 18. 
Contenedor de Ropa;1;1;Centro;14;Justicia;CALLE DE BARCELO, 2;;;CALLE;BARCELO;número;2;-3,69962;40,426766;40,42676558;-3,69962033;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE BARCELO, 2. 
Contenedor de Ropa;1;1;Centro;14;Justicia;CALLE DE AUGUSTO FIGUEROA, 27;;;CALLE;AUGUSTO FIGUEROA;número;27;-3,698578;40,422467;40,42246699;-3,69857837;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE AUGUSTO FIGUEROA, 27. 
Contenedor de Ropa;1;1;Centro;14;Justicia;CALLE DE CAMPOAMOR, 16;;;CALLE;CAMPOAMOR;número;16;-3,69543;40,426387;40,42638682;-3,69543032;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE CAMPOAMOR, 16. 
Contenedor de Ropa;1;1;Centro;14;Justicia;CALLE DE GRAVINA, 14;;;CALLE;GRAVINA;número;14;-3,696895;40,422741;40,42274083;-3,69689491;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE GRAVINA, 14. 
Contenedor de ropa;1;1;Centro;15;Universidad;CALLE DE SANTA CRUZ DE MARCENADO, 23;;Cantón de Limpieza;CALLE;SANTA CRUZ DE MARCENADO;número;23;-3,710657;40,428956;40,42895598;-3,71065699;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE SANTA CRUZ DE MARCENADO, 23. Cantón de Limpieza
Contenedor de Ropa;1;1;Centro;15;Universidad;CALLE DE SAN BERNARDO, 38;;;CALLE;SAN BERNARDO;número;38;-3,707389;40,423857;40,42385736;-3,70738916;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE SAN BERNARDO, 38. 
Contenedor de Ropa;1;1;Centro;15;Universidad;CALLE DE MANUELA MALASAÑA, 9;;;CALLE;MANUELA MALASAÑA;número;9;-3,70308;40,428578;40,428578;-3,70307984;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE MANUELA MALASAÑA, 9. 
Contenedor de Ropa;1;1;Centro;15;Universidad;CALLE DE RUIZ, 21;;;CALLE;RUIZ;número;21;-3,703742;40,428988;40,42898822;-3,70374205;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE RUIZ, 21. 
Contenedor de Ropa;1;1;Centro;15;Universidad;PLAZA DE LOS MOSTENSES, 1;;Mercado de Los Mostenses;PLAZA;MOSTENSES;número;1;-3,708925;40,423406;40,4234061;-3,70892461;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PLAZA DE LOS MOSTENSES, 1. Mercado de Los Mostenses
Contenedor de Ropa;1;1;Centro;15;Universidad;CALLE DEL DESENGAÑO, 16;;;CALLE;DESENGAÑO;número;16;-3,703482;40,420915;40,42091467;-3,70348241;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL DESENGAÑO, 16. 
Contenedor de Ropa;1;1;Centro;15;Universidad;CALLE DE VALVERDE, 26;;;CALLE;VALVERDE;número;26;-3,701677;40,422157;40,42215719;-3,70167734;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE VALVERDE, 26. 
Contenedor de Ropa;1;1;Centro;15;Universidad;CALLE DEL PEZ, 6;;;CALLE;PEZ;número;6;-3,704171;40,422905;40,42290503;-3,704171;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL PEZ, 6. 
Contenedor de Ropa;1;1;Centro;15;Universidad;CALLE DEL DUQUE DE LIRIA, 6;;;CALLE;DUQUE DE LIRIA;número;6;-3,712429;40,426253;40,42625279;-3,712429;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL DUQUE DE LIRIA, 6. 
Contenedor de Ropa;1;1;Centro;15;Universidad;CALLE DE LOS REYES, 7;enfrente;;CALLE;REYES;número;7;-3,70893;40,424327;40,42432675;-3,70893023;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LOS REYES, 7. 
Contenedor de Ropa;1;1;Centro;15;Universidad;CALLE DE SAN LEONARDO, 14;;;CALLE;SAN LEONARDO;número;14;-3,711484;40,424537;40,42453741;-3,71148356;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE SAN LEONARDO, 14. 
Contenedor de Ropa;1;1;Centro;15;Universidad;PLAZA DE LAS COMENDADORAS, 9;;;PLAZA;COMENDADORAS;número;9;-3,709341;40,427189;40,42718873;-3,70934136;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PLAZA DE LAS COMENDADORAS, 9. 
Contenedor de Ropa;1;1;Centro;15;Universidad;CALLE DE SAN BERNARDO, 77;;;CALLE;SAN BERNARDO;número;77;-3,706466;40,427327;40,42732695;-3,70646646;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE SAN BERNARDO, 77. 
Contenedor de Ropa;1;1;Centro;15;Universidad;CALLE DE SAN BERNARDO, 89;;;CALLE;SAN BERNARDO;número;89;-3,706146;40,428782;40,42878202;-3,70614619;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE SAN BERNARDO, 89. 
Contenedor de Ropa;1;1;Centro;15;Universidad;CALLE DEL CONDE DUQUE, 46;;;CALLE;CONDE DUQUE;número;46;-3,709071;40,429404;40,42940373;-3,70907051;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL CONDE DUQUE, 46. 
Contenedor de Ropa;1;1;Centro;15;Universidad;CALLE DE AMANIEL, 40;;;CALLE;AMANIEL;número;40;-3,709544;40,428361;40,42836149;-3,70954449;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE AMANIEL, 40. 
Contenedor de Ropa;1;1;Centro;15;Universidad;CALLE DE LOS MARTIRES DE ALCALA, 6;;;CALLE;MARTIRES DE ALCALA;número;6;-3,713335;40,428163;40,42816295;-3,71333482;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LOS MARTIRES DE ALCALA, 6. 
Contenedor de Ropa;1;1;Centro;15;Universidad;CALLE DE SERRANO JOVER, 1;;;CALLE;SERRANO JOVER;número;1;-3,714743;40,429346;40,42934592;-3,71474313;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE SERRANO JOVER, 1. 
Contenedor de Ropa;1;1;Centro;15;Universidad;CALLE DE BALTASAR GRACIAN, 6;;;CALLE;BALTASAR GRACIAN;número;6;-3,710595;40,42971;40,42971042;-3,7105949;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE BALTASAR GRACIAN, 6. 
Contenedor de Ropa;1;1;Centro;15;Universidad;CALLE DEL ESPIRITU SANTO, 19;en la acera;;CALLE;ESPIRITU SANTO;número;19;-3,704227;40,425434;40,42543421;-3,70422736;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL ESPIRITU SANTO, 19. 
Contenedor de ropa;3;2;Arganzuela;21;Imperial;PASEO   IMPERIAL, 50;;;PASEO;IMPERIAL;número;50;-3,71536;40,40153;40,40153005;-3,71535994;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PASEO   IMPERIAL, 50. 
Contenedor de ropa;3;2;Arganzuela;21;Imperial;CALLE DE TOLEDO, 122;;;CALLE;TOLEDO;número;122;-3,712391;40,4058;40,40579975;-3,71239052;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE TOLEDO, 122. 
Contenedor de ropa;3;2;Arganzuela;21;Imperial;PASEO DE LOS PONTONES, 14;;;PASEO;PONTONES;número;14;-3,717135;40,404515;40,40451492;-3,71713522;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PASEO DE LOS PONTONES, 14. 
Contenedor de ropa;3;2;Arganzuela;21;Imperial;PASEO DE LOS PONTONES, 20;;;PASEO;PONTONES;número;20;-3,71787;40,40443;40,40442982;-3,71787016;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PASEO DE LOS PONTONES, 20. 
Contenedor de ropa;3;2;Arganzuela;21;Imperial;PASEO DE LOS MELANCOLICOS, 18;;;PASEO;MELANCOLICOS;número;18;-3,720642;40,404998;40,40499819;-3,7206417;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PASEO DE LOS MELANCOLICOS, 18. 
Contenedor de ropa;3;2;Arganzuela;21;Imperial;PASEO   IMPERIAL, 20;;"Centro Deportivo Municipal ""Marqués de Samaranch""";PASEO;IMPERIAL;número;20;-3,71736;40,40762;40,40762039;-3,71735957;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;"PASEO   IMPERIAL, 20. Centro Deportivo Municipal ""Marqués de Samaranch"""
Contenedor de ropa;3;2;Arganzuela;21;Imperial;PASEO   IMPERIAL, 12;;;PASEO;IMPERIAL;número;12;-3,71781;40,40904;40,40904013;-3,71780953;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PASEO   IMPERIAL, 12. 
Contenedor de ropa;3;2;Arganzuela;21;Imperial;PASEO DE LOS MELANCOLICOS, 6;;;PASEO;MELANCOLICOS;número;6;-3,71915;40,40961;40,40961018;-3,71914973;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PASEO DE LOS MELANCOLICOS, 6. 
Contenedor de ropa;3;2;Arganzuela;21;Imperial;CALLE DE JUAN DUQUE, 24;;;CALLE;JUAN DUQUE;número;24;-3,719429;40,411729;40,41172941;-3,71942906;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE JUAN DUQUE, 24. 
Contenedor de ropa;3;2;Arganzuela;21;Imperial;PASEO DE LA VIRGEN DEL PUERTO, 59;esquina calle Mármol;;PASEO;VIRGEN DEL PUERTO;número;59;-3,722163;40,405386;40,4053857;-3,72216292;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PASEO DE LA VIRGEN DEL PUERTO, 59. 
Contenedor de ropa;3;2;Arganzuela;21;Imperial;PASEO DE LA VIRGEN DEL PUERTO, 11;;;PASEO;VIRGEN DEL PUERTO;número;11;-3,721031;40,413076;40,41307556;-3,72103114;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PASEO DE LA VIRGEN DEL PUERTO, 11. 
Contenedor de ropa;3;2;Arganzuela;21;Imperial;RONDA DE SEGOVIA, 20;;;RONDA;SEGOVIA;número;20;-3,716497;40,408402;40,40840214;-3,71649728;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;RONDA DE SEGOVIA, 20. 
Contenedor de ropa;3;2;Arganzuela;21;Imperial;CALLE DE COBOS DE SEGOVIA, 5;;;CALLE;COBOS DE SEGOVIA;número;5;-3,718958;40,406127;40,40612658;-3,71895792;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE COBOS DE SEGOVIA, 5. 
Contenedor de ropa;3;2;Arganzuela;21;Imperial;PASEO DE JUAN ANTONIO VALLEJO-NAJERA BOTAS, 59;;;PASEO;JUAN ANTONIO VALLEJO-NAJERA BOTAS;número;59;-3,71526;40,403895;40,40389518;-3,71526041;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PASEO DE JUAN ANTONIO VALLEJO-NAJERA BOTAS, 59. 
Contenedor de ropa;3;2;Arganzuela;21;Imperial;PASEO DE LOS MELANCOLICOS, 23;frente;;PASEO;MELANCOLICOS;número;23;-3,720601;40,406153;40,40615257;-3,7206006;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PASEO DE LOS MELANCOLICOS, 23. 
Contenedor de ropa;3;2;Arganzuela;22;Acacias;PASEO DE LAS YESERIAS, 43;;;PASEO;YESERIAS;número;43;-3,706631;40,39774;40,39773955;-3,70663056;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PASEO DE LAS YESERIAS, 43. 
Contenedor de ropa;3;2;Arganzuela;22;Acacias;CALLE DE ARGANDA, 28;;;CALLE;ARGANDA;número;28;-3,70673;40,40039;40,40039032;-3,70673016;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE ARGANDA, 28. 
Contenedor de ropa;3;2;Arganzuela;22;Acacias;PASEO DE LA ESPERANZA, 45;;;PASEO;ESPERANZA;número;45;-3,70281;40,39898;40,39897996;-3,70281024;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PASEO DE LA ESPERANZA, 45. 
Contenedor de ropa;3;2;Arganzuela;22;Acacias;CALLE DEL LABRADOR, 20;frente;;CALLE;LABRADOR;número;20;-3,70261;40,40145;40,40144967;-3,70260967;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL LABRADOR, 20. 
Contenedor de ropa;3;2;Arganzuela;22;Acacias;CALLE DE MARTIN DE VARGAS, 1;;;CALLE;MARTIN DE VARGAS;número;1;-3,702931;40,40443;40,40442972;-3,70293056;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE MARTIN DE VARGAS, 1. 
Contenedor de ropa;3;2;Arganzuela;22;Acacias;RONDA DE TOLEDO, 36;;;RONDA;TOLEDO;número;36;-3,70482;40,40524;40,40523984;-3,70481986;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;RONDA DE TOLEDO, 36. 
Contenedor de ropa;3;2;Arganzuela;22;Acacias;PASEO DE LA ESPERANZA, 8;;;PASEO;ESPERANZA;número;8;-3,70619;40,40256;40,4025603;-3,70618955;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PASEO DE LA ESPERANZA, 8. 
Contenedor de ropa;3;2;Arganzuela;22;Acacias;CALLE DE ARGANDA, 42;;"Centro Deportivo Municipal ""Peñuelas""";CALLE;ARGANDA;número;42;-3,705615;40,399146;40,39914644;-3,70561467;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;"CALLE DE ARGANDA, 42. Centro Deportivo Municipal ""Peñuelas"""
Contenedor de ropa;3;2;Arganzuela;22;Acacias;PASEO DE JUAN ANTONIO VALLEJO-NAJERA BOTAS, 31;;;PASEO;JUAN ANTONIO VALLEJO-NAJERA BOTAS;número;31;-3,70994;40,40228;40,40227967;-3,70993996;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PASEO DE JUAN ANTONIO VALLEJO-NAJERA BOTAS, 31. 
Contenedor de ropa;3;2;Arganzuela;22;Acacias;CALLE DE MELILLA, 5;;;CALLE;MELILLA;número;5;-3,7102;40,40194;40,40194023;-3,71020037;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE MELILLA, 5. 
Contenedor de ropa;3;2;Arganzuela;22;Acacias;CALLE DE CARMEN COBEÑA, 3;;;CALLE;CARMEN COBEÑA;número;3;-3,71078;40,40135;40,40135018;-3,71077984;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE CARMEN COBEÑA, 3. 
Contenedor de ropa;3;2;Arganzuela;22;Acacias;CALLE DE TOLEDO, 167;;;CALLE;TOLEDO;número;167;-3,713199;40,40261;40,40261007;-3,71319949;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE TOLEDO, 167. 
Contenedor de ropa;3;2;Arganzuela;22;Acacias;PASEO DE LOS OLMOS, 8;;;PASEO;OLMOS;número;8;-3,71126;40,40552;40,40552023;-3,71125975;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PASEO DE LOS OLMOS, 8. 
Contenedor de ropa;3;2;Arganzuela;22;Acacias;CALLE DE MORATINES, 15;;;CALLE;MORATINES;número;15;-3,703134;40,402909;40,40290919;-3,70313382;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE MORATINES, 15. 
Contenedor de ropa;3;2;Arganzuela;22;Acacias;CALLE DE MELILLA, 21;;;CALLE;MELILLA;número;21;-3,709846;40,401116;40,40111627;-3,70984617;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE MELILLA, 21. 
Contenedor de ropa;3;2;Arganzuela;23;Chopera;PASEO DE LA CHOPERA, 10;;"Junta Municipal Distrito ""Casa del Reloj"" ";PASEO;CHOPERA;número;10;-3,699036;40,393031;40,39303102;-3,69903582;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;"PASEO DE LA CHOPERA, 10. Junta Municipal Distrito ""Casa del Reloj"" "
Contenedor de ropa;3;2;Arganzuela;23;Chopera;CALLE DE JAIME EL CONQUISTADOR, 33;;;CALLE;JAIME EL CONQUISTADOR;número;33;-3,69823;40,39441;40,39441038;-3,69822978;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE JAIME EL CONQUISTADOR, 33. 
Contenedor de ropa;3;2;Arganzuela;23;Chopera;CALLE DEL GENERAL PALANCA, 18;;;CALLE;GENERAL PALANCA;número;18;-3,698579;40,3994;40,3994002;-3,69857947;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL GENERAL PALANCA, 18. 
Contenedor de ropa;3;2;Arganzuela;23;Chopera;PASEO DE LA CHOPERA, 21;;;PASEO;CHOPERA;número;21;-3,701437;40,39584;40,3958399;-3,7014373;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PASEO DE LA CHOPERA, 21. 
Contenedor de ropa;3;2;Arganzuela;23;Chopera;PASEO DE LA CHOPERA, 39;;;PASEO;CHOPERA;número;39;-3,699681;40,394646;40,3946463;-3,69968095;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PASEO DE LA CHOPERA, 39. 
Contenedor de ropa;3;2;Arganzuela;23;Chopera;CALLE DE GUILLERMO DE OSMA, 15;frente;;CALLE;GUILLERMO DE OSMA;número;15;-3,696562;40,393843;40,3938434;-3,69656215;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE GUILLERMO DE OSMA, 15. 
Contenedor de ropa;3;2;Arganzuela;23;Chopera;CALLE DE JAIME EL CONQUISTADOR, 9;;;CALLE;JAIME EL CONQUISTADOR;número;9;-3,697986;40,397527;40,39752725;-3,69798551;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE JAIME EL CONQUISTADOR, 9. 
