TIPO_DATO;LOTE;COD_DISTRITO;DISTRITO;COD_BARRIO;BARRIO;DIRECCION_COMPLETA;DIRECCION_AUXILIAR;CENTRO;VIA_CLASE;VIA_NOMBRE;TIPO_NUMERO;NUMERO;UTM_X;UTM_Y;LATITUD;LONGITUD;MAS INFORMACIÓN;DIRECCION AMPLIADA
Contenedor de Ropa;3;18;Villa de Vallecas;181;Casco Histórico de Vallecas;CALLE DE PALAZUELOS, 2;;;CALLE;PALAZUELOS;número;2;-3,619107;40,371527;40,37152678;-3,61910748;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE PALAZUELOS, 2. 
Contenedor de ropa;3;18;Villa de Vallecas;181;Casco Histórico de Vallecas;CALLE DE VILLAR DEL POZO, 2;;;CALLE;VILLAR DEL POZO;número;2;-3,617489;40,371087;40,37108728;-3,617489;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE VILLAR DEL POZO, 2. 
Contenedor de ropa;3;18;Villa de Vallecas;181;Casco Histórico de Vallecas;PASEO DE FEDERICO GARCIA LORCA, 28;;;PASEO;FEDERICO GARCIA LORCA;número;28;-3,621157;40,377958;40,37795752;-3,62115656;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PASEO DE FEDERICO GARCIA LORCA, 28. 
Contenedor de Ropa;3;18;Villa de Vallecas;181;Casco Histórico de Vallecas;CALLE DE LA SIERRA VIEJA, 11;;;CALLE;SIERRA VIEJA;número;11;-3,629087;40,377241;40,37724143;-3,62908663;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LA SIERRA VIEJA, 11. 
Contenedor de Ropa;3;18;Villa de Vallecas;181;Casco Histórico de Vallecas;CALLE DE LA SIERRA GORDA, 32;;;CALLE;SIERRA GORDA;número;32;-3,618745;40,380568;40,38056792;-3,6187448;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LA SIERRA GORDA, 32. 
Contenedor de ropa;3;18;Villa de Vallecas;181;Casco Histórico de Vallecas;CALLE DE LOS MONTES DE BARBANZA, 19;;;CALLE;MONTES DE BARBANZA;número;19;-3,619494;40,377194;40,37719396;-3,61949446;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LOS MONTES DE BARBANZA, 19. 
Contenedor de Ropa;3;18;Villa de Vallecas;181;Casco Histórico de Vallecas;CALLE DE PALAZUELOS, 35;;;CALLE;PALAZUELOS;número;35;-3,622726;40,370723;40,37072265;-3,62272594;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE PALAZUELOS, 35. 
Contenedor de Ropa;3;18;Villa de Vallecas;181;Casco Histórico de Vallecas;CALLE DE SAN JAIME, 48;;;CALLE;SAN JAIME;número;48;-3,626942;40,379769;40,37976906;-3,62694202;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE SAN JAIME, 48. 
Contenedor de Ropa;3;18;Villa de Vallecas;181;Casco Histórico de Vallecas;CALLE DEL PUERTO DE LAS PILAS, 19;;;CALLE;PUERTO DE LAS PILAS;número;19;-3,625913;40,378297;40,37829706;-3,62591285;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL PUERTO DE LAS PILAS, 19. 
Contenedor de Ropa;3;18;Villa de Vallecas;181;Casco Histórico de Vallecas;CALLE DE LA SIERRA VIEJA, 35;;;CALLE;SIERRA VIEJA;número;35;-3,626102;40,377388;40,37738769;-3,626102;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LA SIERRA VIEJA, 35. 
Contenedor de ropa;3;18;Villa de Vallecas;182;Santa Eugenia;AVENIDA DE SANTA EUGENIA, 45;;;AVENIDA;SANTA EUGENIA;número;45;-3,61094;40,382776;40,38277579;-3,61093988;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;AVENIDA DE SANTA EUGENIA, 45. 
Contenedor de ropa;3;18;Villa de Vallecas;182;Santa Eugenia;CALLE DE PUENTELARRA, 1;;;CALLE;PUENTELARRA;número;1;-3,606052;40,38421;40,38421006;-3,60605241;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE PUENTELARRA, 1. 
Contenedor de ropa;3;18;Villa de Vallecas;182;Santa Eugenia;CALLE DE ENRIQUE GARCIA ALVAREZ, 5;;;CALLE;ENRIQUE GARCIA ALVAREZ;número;5;-3,61405;40,38036;40,38035996;-3,61404994;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE ENRIQUE GARCIA ALVAREZ, 5. 
Contenedor de ropa;3;18;Villa de Vallecas;182;Santa Eugenia;CALLE DEL CERRO DE ALMODOVAR, 9;;Centro Cultural;CALLE;CERRO DE ALMODOVAR;número;9;-3,602767;40,382668;40,38266806;-3,60276711;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL CERRO DE ALMODOVAR, 9. Centro Cultural
Contenedor de Ropa;3;18;Villa de Vallecas;182;Santa Eugenia;AVENIDA DE SANTA EUGENIA, 2;;;AVENIDA;SANTA EUGENIA;número;2;-3,609081;40,386315;40,38631505;-3,60908101;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;AVENIDA DE SANTA EUGENIA, 2. 
Contenedor de Ropa;3;18;Villa de Vallecas;182;Santa Eugenia;AVENIDA DE SANTA EUGENIA, 35;;;AVENIDA;SANTA EUGENIA;número;35;-3,612856;40,384052;40,38405169;-3,61285594;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;AVENIDA DE SANTA EUGENIA, 35. 
Contenedor de Ropa;3;18;Villa de Vallecas;182;Santa Eugenia;CALLE DE CASTRILLO DE AZA, 10;;;CALLE;CASTRILLO DE AZA;número;10;-3,608309;40,385242;40,3852425;-3,60830863;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE CASTRILLO DE AZA, 10. 
Contenedor de Ropa;3;18;Villa de Vallecas;182;Santa Eugenia;CALLE DEL PUERTO DEL BRUCH, 33;;;CALLE;PUERTO DEL BRUCH;número;33;-3,618314;40,382269;40,38226922;-3,61831408;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL PUERTO DEL BRUCH, 33. 
Contenedor de Ropa;3;18;Villa de Vallecas;182;Santa Eugenia;CALLE DE PUENTELARRA, 8;;;CALLE;PUENTELARRA;número;8;-3,60746;40,383581;40,38358141;-3,60746021;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE PUENTELARRA, 8. 
Contenedor de Ropa;3;18;Villa de Vallecas;182;Santa Eugenia;CALLE DE ZAZUAR, 15;;;CALLE;ZAZUAR;número;15;-3,607238;40,382097;40,38209734;-3,60723752;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE ZAZUAR, 15. 
Contenedor de Ropa;3;18;Villa de Vallecas;182;Santa Eugenia;CALLE DE FUENTESPINA, 11;;;CALLE;FUENTESPINA;número;11;-3,604318;40,380093;40,38009268;-3,60431793;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE FUENTESPINA, 11. 
Contenedor de ropa;3;18;Villa de Vallecas;182;Santa Eugenia;CALLE DE POZA DE LA SAL, 21;;;CALLE;POZA DE LA SAL;número;21;-3,606428;40,378096;40,37809635;-3,60642795;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE POZA DE LA SAL, 21. 
Contenedor de Ropa;3;18;Villa de Vallecas;182;Santa Eugenia;CALLE DE LA VIRGEN DE LAS VIÑAS, 3;;;CALLE;VIRGEN DE LAS VIÑAS;número;3;-3,605139;40,381386;40,38138593;-3,60513892;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LA VIRGEN DE LAS VIÑAS, 3. 
Contenedor de ropa;3;18;Villa de Vallecas;183;Ensanche de Vallecas;AVENIDA DEL ENSANCHE DE VALLECAS, 120;;;AVENIDA;ENSANCHE DE VALLECAS;número;120;-3,593408;40,360208;40,36020787;-3,59340816;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;AVENIDA DEL ENSANCHE DE VALLECAS, 120. 
Contenedor de ropa;3;18;Villa de Vallecas;183;Ensanche de Vallecas;CALLE DE ANTONIO GADES, 25;;;CALLE;ANTONIO GADES;número;25;-3,593015;40,365362;40,36536168;-3,59301533;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE ANTONIO GADES, 25. 
Contenedor de ropa;3;18;Villa de Vallecas;183;Ensanche de Vallecas;AVENIDA DEL ENSANCHE DE VALLECAS, 79;frente;;AVENIDA;ENSANCHE DE VALLECAS;número;79;-3,59657;40,36265;40,36265029;-3,5965703;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;AVENIDA DEL ENSANCHE DE VALLECAS, 79. 
Contenedor de ropa;3;18;Villa de Vallecas;183;Ensanche de Vallecas;CALLE DE PEÑARANDA DE BRACAMONTE, 20;farola 30;;CALLE;PEÑARANDA DE BRACAMONTE;número;20;-3,607865;40,370565;40,37056524;-3,60786469;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE PEÑARANDA DE BRACAMONTE, 20. 
Contenedor de ropa;3;18;Villa de Vallecas;183;Ensanche de Vallecas;CALLE DE PEÑARANDA DE BRACAMONTE, 57;;;CALLE;PEÑARANDA DE BRACAMONTE;número;57;-3,611253;40,366604;40,36660375;-3,61125314;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE PEÑARANDA DE BRACAMONTE, 57. 
Contenedor de ropa;3;18;Villa de Vallecas;183;Ensanche de Vallecas;CALLE DE PEÑARANDA DE BRACAMONTE, 22;farola 28;;CALLE;PEÑARANDA DE BRACAMONTE;número;22;-3,60856;40,37022;40,37022037;-3,60855964;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE PEÑARANDA DE BRACAMONTE, 22. 
Contenedor de ropa;3;18;Villa de Vallecas;183;Ensanche de Vallecas;CALLE DE QUIJORNA, 4;esquina calle Quijorna;;CALLE;QUIJORNA;número;4;-3,623891;40,367643;40,36764307;-3,62389086;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE QUIJORNA, 4. 
Contenedor de ropa;3;18;Villa de Vallecas;183;Ensanche de Vallecas;AVENIDA DE LA GAVIA, 39;;;AVENIDA;LA GAVIA;número;39;-3,614033;40,370032;40,37003242;-3,61403258;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;AVENIDA DE LA GAVIA, 39. 
Contenedor de ropa;3;18;Villa de Vallecas;183;Ensanche de Vallecas;AVENIDA DE LA GAVIA, 8;;;AVENIDA;LA GAVIA;número;8;-3,609378;40,376071;40,37607053;-3,60937758;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;AVENIDA DE LA GAVIA, 8. 
Contenedor de ropa;3;18;Villa de Vallecas;183;Ensanche de Vallecas;CALLE DE SAUCEJO, 1;;;CALLE;SAUCEJO;número;1;-3,6257;40,373518;40,37351781;-3,62569956;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE SAUCEJO, 1. 
Contenedor de ropa;3;18;Villa de Vallecas;183;Ensanche de Vallecas;AVENIDA DE LA GAVIA, 16;;;AVENIDA;LA GAVIA;número;16;-3,61088;40,37463;40,37462982;-3,61087984;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;AVENIDA DE LA GAVIA, 16. 
Contenedor de ropa;3;18;Villa de Vallecas;183;Ensanche de Vallecas;BULEVAR DE LA NATURALEZA, 3;;;BULEVAR;NATURALEZA;número;3;-3,62991;40,37415;40,37415025;-3,62991011;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;BULEVAR DE LA NATURALEZA, 3. 
Contenedor de ropa;3;18;Villa de Vallecas;183;Ensanche de Vallecas;AVENIDA DEL ENSANCHE DE VALLECAS, 11;;;AVENIDA;ENSANCHE DE VALLECAS;número;11;-3,612133;40,370146;40,37014633;-3,6121327;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;AVENIDA DEL ENSANCHE DE VALLECAS, 11. 
Contenedor de ropa;3;18;Villa de Vallecas;183;Ensanche de Vallecas;AVENIDA DE VALDECULEBRAS, 119;;;AVENIDA;VALDECULEBRAS;número;119;-3,585684;40,358517;40,35851748;-3,58568351;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;AVENIDA DE VALDECULEBRAS, 119. 
Contenedor de ropa;3;18;Villa de Vallecas;183;Ensanche de Vallecas;AVENIDA DE LAS SUERTES, 38;;;AVENIDA;LAS SUERTES;número;38;-3,608988;40,371788;40,37178751;-3,60898812;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;AVENIDA DE LAS SUERTES, 38. 
Contenedor de ropa;3;18;Villa de Vallecas;183;Ensanche de Vallecas;AVENIDA DE LAS SUERTES, 80;;;AVENIDA;LAS SUERTES;número;80;-3,598209;40,366376;40,36637603;-3,59820899;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;AVENIDA DE LAS SUERTES, 80. 
Contenedor de ropa;3;18;Villa de Vallecas;183;Ensanche de Vallecas;CALLE DE LA CAÑADA DEL SANTISIMO, 45;;Colegio;CALLE;CAÑADA DEL SANTISIMO;número;45;-3,599809;40,363177;40,36317724;-3,59980899;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LA CAÑADA DEL SANTISIMO, 45. Colegio
Contenedor de ropa;3;18;Villa de Vallecas;183;Ensanche de Vallecas;AVENIDA DEL CERRO MILANO, 8;;;AVENIDA;CERRO MILANO;número;8;-3,618334;40,368;40,36799993;-3,61833419;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;AVENIDA DEL CERRO MILANO, 8. 
Contenedor de ropa;3;18;Villa de Vallecas;183;Ensanche de Vallecas;CALLE DE ALAMEDA DEL VALLE, 41;;;CALLE;ALAMEDA DEL VALLE;número;41;-3,61884;40,36523;40,36522997;-3,61883986;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE ALAMEDA DEL VALLE, 41. 
Contenedor de ropa;3;18;Villa de Vallecas;183;Ensanche de Vallecas;CALLE DE RAFAEL DE LEON, 14;;;CALLE;RAFAEL DE LEON;número;14;-3,601246;40,365118;40,36511774;-3,60124566;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE RAFAEL DE LEON, 14. 
Contenedor de Ropa;3;18;Villa de Vallecas;183;Ensanche de Vallecas;CALLE DEL ARTE EXPRESIONISTA, 1;;;CALLE;ARTE EXPRESIONISTA;número;1;-3,586407;40,363996;40,36399641;-3,58640703;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL ARTE EXPRESIONISTA, 1. 
Contenedor de ropa;3;18;Villa de Vallecas;183;Ensanche de Vallecas;AVENIDA DE LA GRAN VIA DEL SURESTE, 14;;;AVENIDA;GRAN VIA DEL SURESTE;número;14;-3,588514;40,364565;40,36456515;-3,58851422;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;AVENIDA DE LA GRAN VIA DEL SURESTE, 14. 
Contenedor de ropa;3;18;Villa de Vallecas;183;Ensanche de Vallecas;CALLE DE LA GRANJA DE SAN ILDEFONSO, 14;;;CALLE;LA GRANJA DE SAN ILDEFONSO;número;14;-3,622279;40,367851;40,3678511;-3,62227906;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LA GRANJA DE SAN ILDEFONSO, 14. 
Contenedor de ropa;3;18;Villa de Vallecas;183;Ensanche de Vallecas;CALLE DEL EMBALSE DE NAVACERRADA, 51;;;CALLE;EMBALSE DE NAVACERRADA;número;51;-3,595264;40,359323;40,35932258;-3,59526385;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL EMBALSE DE NAVACERRADA, 51. 
Contenedor de ropa;3;18;Villa de Vallecas;183;Ensanche de Vallecas;CALLE DE MAZATERON, 10;;;CALLE;MAZATERON;número;10;-3,608835;40,377034;40,37703365;-3,60883524;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE MAZATERON, 10. 
Contenedor de ropa;3;18;Villa de Vallecas;183;Ensanche de Vallecas;AVENIDA DE LA GRAN VIA DEL SURESTE, 14;;;AVENIDA;GRAN VIA DEL SURESTE;número;14;-3,588514;40,364565;40,36456515;-3,58851422;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;AVENIDA DE LA GRAN VIA DEL SURESTE, 14. 
Contenedor de ropa;3;18;Villa de Vallecas;183;Ensanche de Vallecas;AVENIDA DE LA GRAN VIA DEL SURESTE, 24;;;AVENIDA;GRAN VIA DEL SURESTE;número;24;-3,589909;40,362876;40,3628762;-3,589909;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;AVENIDA DE LA GRAN VIA DEL SURESTE, 24. 
Contenedor de ropa;3;18;Villa de Vallecas;183;Ensanche de Vallecas;CALLE DE ADOLFO MARSILLACH, 16;;;CALLE;ADOLFO MARSILLACH;número;16;-3,595435;40,364;40,36399966;-3,59543464;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE ADOLFO MARSILLACH, 16. 
Contenedor de ropa;3;18;Villa de Vallecas;183;Ensanche de Vallecas;CALLE DE JOSE GUTIERREZ MAROTO, 19;;;CALLE;JOSE GUTIERREZ MAROTO;número;19;-3,603959;40,365132;40,36513162;-3,60395903;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE JOSE GUTIERREZ MAROTO, 19. 
Contenedor de ropa;3;18;Villa de Vallecas;183;Ensanche de Vallecas;AVENIDA DE LA GRAN VIA DEL SURESTE, 35;;;AVENIDA;GRAN VIA DEL SURESTE;número;35;-3,589843;40,361603;40,36160307;-3,58984302;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;AVENIDA DE LA GRAN VIA DEL SURESTE, 35. 
Contenedor de ropa;3;18;Villa de Vallecas;183;Ensanche de Vallecas;CALLE DE ANTONIO GADES, 5;;;CALLE;ANTONIO GADES;número;5;-3,591799;40,367074;40,3670743;-3,5917987;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE ANTONIO GADES, 5. 
Contenedor de ropa;3;18;Villa de Vallecas;183;Ensanche de Vallecas;CALLE DEL ALTO DE LA SARTENILLA, 12;;;CALLE;ALTO DE LA SARTENILLA;número;12;-3,613717;40,367257;40,36725692;-3,61371667;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL ALTO DE LA SARTENILLA, 12. 
Contenedor de ropa;3;18;Villa de Vallecas;183;Ensanche de Vallecas;CALLE DE LA CAÑADA DEL SANTISIMO, 14;;;CALLE;CAÑADA DEL SANTISIMO;número;14;-3,596461;40,367569;40,36756851;-3,59646148;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LA CAÑADA DEL SANTISIMO, 14. 
Contenedor de ropa;3;18;Villa de Vallecas;183;Ensanche de Vallecas;CALLE DE LA CAÑADA DEL SANTISIMO, 9;;;CALLE;CAÑADA DEL SANTISIMO;número;9;-3,595278;40,368512;40,36851229;-3,59527757;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LA CAÑADA DEL SANTISIMO, 9. 
Contenedor de Ropa;3;18;Villa de Vallecas;183;Ensanche de Vallecas;CALLE DEL ARTE CONCEPTUAL, 15;;;CALLE;ARTE CONCEPTUAL;número;15;-3,58722;40,362086;40,36208587;-3,58722001;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL ARTE CONCEPTUAL, 15. 
Contenedor de Ropa;3;18;Villa de Vallecas;183;Ensanche de Vallecas;CALLE DE EDUARDO CHILLIDA, 105;;;CALLE;EDUARDO CHILLIDA;número;105;-3,587119;40,358595;40,35859502;-3,587119;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE EDUARDO CHILLIDA, 105. 
Contenedor de ropa;2;19;Vicálvaro;191;Casco Histórico de Vicálvaro;CALLE DEL PEDERNAL, 5;;IES Villablanca/Mercadillo en la vía pública de la calle Villablanca;CALLE;PEDERNAL;número;5;-3,598427;40,406277;40,40627719;-3,59842729;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL PEDERNAL, 5. IES Villablanca/Mercadillo en la vía pública de la calle Villablanca
Contenedor de ropa;2;19;Vicálvaro;191;Casco Histórico de Vicálvaro;CALLE DE LA SEPIOLITA, 6;;Punto Limpio Fijo;CALLE;SEPIOLITA;número;6;-3,59873;40,4068;40,40680013;-3,59872985;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LA SEPIOLITA, 6. Punto Limpio Fijo
Contenedor de ropa;2;19;Vicálvaro;191;Casco Histórico de Vicálvaro;CALLE DEL ANILLO VERDE, 52;;Parroquia San Valentín y San Casimiro;CALLE;ANILLO VERDE;número;52;-3,601691;40,407011;40,40701125;-3,60169148;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL ANILLO VERDE, 52. Parroquia San Valentín y San Casimiro
Contenedor de ropa;2;19;Vicálvaro;191;Casco Histórico de Vicálvaro;CALLE DE LOS MANANTIALES, 6;;;CALLE;MANANTIALES;número;6;-3,606175;40,408994;40,40899433;-3,60617472;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LOS MANANTIALES, 6. 
Contenedor de ropa;2;19;Vicálvaro;191;Casco Histórico de Vicálvaro;CALLE DE CASALARREINA, 30;;Plaza de la Vicalvarada;CALLE;CASALARREINA;número;30;-3,614461;40,408953;40,4089533;-3,61446118;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE CASALARREINA, 30. Plaza de la Vicalvarada
Contenedor de ropa;2;19;Vicálvaro;191;Casco Histórico de Vicálvaro;CALLE DE EZCARAY, 8;;;CALLE;EZCARAY;número;8;-3,612766;40,40983;40,40983032;-3,61276611;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE EZCARAY, 8. 
Contenedor de ropa;2;19;Vicálvaro;191;Casco Histórico de Vicálvaro;CALLE DE VILLAJIMENA, 87;;Iglesia de Vicálvaro;CALLE;VILLAJIMENA;número;87;-3,605883;40,4075;40,40750027;-3,60588271;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE VILLAJIMENA, 87. Iglesia de Vicálvaro
Contenedor de ropa;2;19;Vicálvaro;191;Casco Histórico de Vicálvaro;CALLE DE VILLARDONDIEGO, 35;;"Centro Cultural ""El Madroño""";CALLE;VILLARDONDIEGO;número;35;-3,608314;40,405221;40,40522072;-3,60831449;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;"CALLE DE VILLARDONDIEGO, 35. Centro Cultural ""El Madroño"""
Contenedor de ropa;2;19;Vicálvaro;191;Casco Histórico de Vicálvaro;CALLE DE CALAHORRA, 17;;;CALLE;CALAHORRA;número;17;-3,613247;40,406989;40,40698924;-3,61324654;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE CALAHORRA, 17. 
Contenedor de ropa;2;19;Vicálvaro;191;Casco Histórico de Vicálvaro;CALLE DEL MERCURIO, 75;;Cementerio;CALLE;MERCURIO;número;75;-3,601351;40,404388;40,40438813;-3,60135052;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL MERCURIO, 75. Cementerio
Contenedor de ropa;2;19;Vicálvaro;191;Casco Histórico de Vicálvaro;PLAZA DE DON ANTONIO DE ANDRES, 15;;;PLAZA;DON ANTONIO DE ANDRES;número;15;-3,605512;40,402341;40,40234108;-3,60551167;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PLAZA DE DON ANTONIO DE ANDRES, 15. 
Contenedor de Ropa;2;19;Vicálvaro;191;Casco Histórico de Vicálvaro;CALLE DE LARDERO, 4;;;CALLE;LARDERO;número;4;-3,610954;40,410991;40,41099109;-3,61095394;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LARDERO, 4. 
Contenedor de Ropa;2;19;Vicálvaro;191;Casco Histórico de Vicálvaro;PLAZA DE ALOSNO, 4;;;PLAZA;ALOSNO;número;4;-3,616716;40,405958;40,40595774;-3,61671567;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PLAZA DE ALOSNO, 4. 
Contenedor de Ropa;2;19;Vicálvaro;191;Casco Histórico de Vicálvaro;CAMINO   VIEJO DE VICALVARO, 46;;;CAMINO;VIEJO DE VICALVARO;número;46;-3,610345;40,40416;40,4041596;-3,61034452;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CAMINO   VIEJO DE VICALVARO, 46. 
Contenedor de Ropa;2;19;Vicálvaro;191;Casco Histórico de Vicálvaro;PASEO DEL POLIDEPORTIVO, 78;;;PASEO;POLIDEPORTIVO;número;78;-3,603171;40,408945;40,40894487;-3,60317077;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PASEO DEL POLIDEPORTIVO, 78. 
Contenedor de Ropa;2;19;Vicálvaro;191;Casco Histórico de Vicálvaro;CAMINO DE LA FUENTE DE ARRIBA, 20;;;CAMINO;FUENTE DE ARRIBA;número;20;-3,611161;40,402594;40,40259353;-3,61116084;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CAMINO DE LA FUENTE DE ARRIBA, 20. 
Contenedor de Ropa;2;19;Vicálvaro;191;Casco Histórico de Vicálvaro;CALLE DE SAN CIPRIANO, 48;;;CALLE;SAN CIPRIANO;número;48;-3,603827;40,403921;40,40392133;-3,60382659;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE SAN CIPRIANO, 48. 
